route_name,direction_text,stop_number,stop_name
18,回程,5,臥龍街
18,回程,6,國立臺北教育大學
18,回程,7,復興南路口
18,回程,8,國北教大實小
18,回程,9,龍門國中(和平)
18,回程,10,大安森林公園
18,回程,11,溫州街口
18,回程,12,師大綜合大樓
18,回程,13,師大
18,回程,14,捷運古亭站(和平)
18,回程,15,羅斯福潮州街口
18,回程,16,捷運中正紀念堂站(羅斯福)
18,回程,17,一女中(公園)
18,回程,18,捷運台大醫院站
18,回程,19,博物館(館前)
18,回程,20,臺北車站(開封)
18,回程,21,重慶南路一段
18,回程,22,二二八和平公園
18,回程,23,衡陽路
18,回程,24,西門市場(成都)
18,回程,25,西寧南路
18,回程,26,桂林昆明街口
18,回程,27,桂林路
18,回程,28,萬華分局
18,回程,29,龍山國小
18,回程,30,華江派出所
18,回程,31,力霸社區
18,回程,32,華江站
20,去程,1,永春高中
20,去程,2,松山商職(松山)
20,去程,3,國業里
20,去程,4,國稅局宿舍
20,去程,5,捷運象山站
20,去程,6,信義松仁路口(松仁)
20,去程,7,松壽路口
20,去程,8,市政府(松壽)
20,去程,9,世貿中心(基隆路)
20,去程,10,信義光復路口
20,去程,11,信義通化街口
20,去程,12,捷運信義安和站(信義)
20,去程,13,信義敦化路口
20,去程,14,信義大安路口
20,去程,15,捷運大安站(信義)
20,去程,16,師大附中
20,去程,17,信義建國路口
20,去程,18,捷運大安森林公園站
20,去程,19,信義新生路口
20,去程,20,信義永康街口
20,去程,21,捷運東門站
20,去程,22,信義杭州路口
20,去程,23,中正紀念堂
20,去程,24,捷運台大醫院站
20,去程,25,博物館(襄陽)
20,去程,26,衡陽路口
20,去程,27,衡陽路
20,去程,28,捷運西門站
20,去程,29,小南門
20,去程,30,聯合醫院和平院區
20,去程,31,大埔街
20,去程,32,廈安里
20,去程,33,南機場公寓
20,去程,34,中華南海路口
20,去程,35,國興路口
20,去程,36,古亭國中
20,去程,37,萬華醫院
20,去程,38,青年公園(交通教學區)
20,去程,39,青年公園(馬場町)
20,去程,40,青年社宅
20,去程,41,青年路
20,去程,42,中正新城
20,去程,43,青年社區
20,去程,44,青年公園(青年)
20,去程,45,青年公園(國興)
20,回程,1,國興路口一
20,回程,2,國興路口
20,回程,3,中華南海路口
20,回程,4,南機場公寓
20,回程,5,廈安里
20,回程,6,大埔街
20,回程,7,聯合醫院和平院區
20,回程,8,小南門
20,回程,9,捷運西門站
20,回程,10,寶慶路
20,回程,11,衡陽路口
20,回程,12,博物館(襄陽)
20,回程,13,捷運台大醫院站
20,回程,14,中正紀念堂
20,回程,15,信義杭州路口
20,回程,16,捷運東門站
20,回程,17,信義永康街口(捷運東門站)
20,回程,18,信義新生路口
20,回程,19,捷運大安森林公園站
20,回程,20,信義建國路口
20,回程,21,捷運大安站(信義)
20,回程,22,信義大安路口
20,回程,23,信義敦化路口
20,回程,24,捷運信義安和站(信義)
20,回程,25,信義通化街口
20,回程,26,信義光復路口
20,回程,27,世貿中心(基隆路)
20,回程,28,市政府(松壽)
20,回程,29,松壽路口
20,回程,30,信義松仁路口(松仁)
20,回程,31,捷運象山站
20,回程,32,國稅局宿舍
20,回程,33,松山商職(福德)
20,回程,34,永春高中
21,去程,1,捷運圓山站
21,去程,2,臺北市立美術館
21,去程,3,圓山大飯店
21,去程,4,中央電台
21,去程,5,忠烈祠
21,去程,6,經國七海文化園區
21,去程,7,堤頂大道口
21,去程,8,基湖站
21,去程,9,基湖路口
21,去程,10,仁寶大樓
21,去程,11,瑞光路393巷
21,去程,12,捷運港墘站(內湖高工)
21,去程,13,西湖圖書館(湖光教會)
21,去程,14,內湖國小
21,去程,15,達人高中(臺灣戲曲學院)
21,去程,16,內湖派出所
21,回程,1,成功路三段
21,回程,2,內湖高中
21,回程,3,捷運文德站(碧湖公園)
21,回程,4,湖光國宅
21,回程,5,西湖圖書館(湖光教會)
21,回程,6,港墘派出所
21,回程,7,瑞光港墘路口
21,回程,8,仁寶大樓
21,回程,9,基湖路口
21,回程,10,基湖站
21,回程,11,堤頂大道口
21,回程,12,明水路三
21,回程,13,大直抽水站
21,回程,14,北安國中
21,回程,15,忠烈祠
21,回程,16,中央電台
21,回程,17,圓山大飯店
21,回程,18,臺北市立美術館
21,回程,19,花博公園
21,回程,20,捷運圓山站
22,去程,1,吳興街站
22,去程,2,松仁路
22,去程,3,吳興國小(松仁)
22,去程,4,信義國中(莊敬)
22,去程,5,臺北醫學大學
22,去程,6,景新里
22,去程,7,世貿中心(莊敬)
22,去程,8,信義光復路口
22,去程,9,信義通化街口
22,去程,10,捷運信義安和站(信義)
22,去程,11,信義敦化路口
22,去程,12,信義大安路口
22,去程,13,捷運大安站(信義)
22,去程,14,師大附中
22,去程,15,信義建國路口
22,去程,16,捷運大安森林公園站
22,去程,17,信義新生路口
22,去程,18,信義永康街口
22,去程,19,捷運東門站
22,去程,20,信義杭州路口
22,去程,21,中正紀念堂
22,去程,22,臺大醫院
22,去程,23,臺北車站(忠孝)
22,去程,24,臺北車站(重慶)
22,去程,25,重慶南路一段
22,去程,26,二二八和平公園
22,回程,1,博愛路
22,回程,2,臺北郵局
22,回程,3,臺北車站(忠孝)
22,回程,4,捷運善導寺站
22,回程,5,開南中學
22,回程,6,仁愛林森路口
22,回程,7,信義杭州路口
22,回程,8,捷運東門站
22,回程,9,信義永康街口(捷運東門站)
22,回程,10,信義新生路口
22,回程,11,捷運大安森林公園站
22,回程,12,信義建國路口
22,回程,13,捷運大安站(信義)
22,回程,14,信義大安路口
22,回程,15,信義敦化路口
22,回程,16,捷運信義安和站(信義)
22,回程,17,信義通化街口
22,回程,18,信義光復路口
22,回程,19,世貿中心(莊敬)
22,回程,20,景新里
22,回程,21,臺北醫學大學
22,回程,22,信義國中(莊敬)
22,回程,23,吳興國小(莊敬)
22,回程,24,松仁路
22,回程,25,吳興街站
26,去程,1,社子國小二
26,去程,2,社子國小
26,去程,3,永倫里(南)
26,去程,4,社子派出所
26,去程,5,社子市場二
26,去程,6,社子市場
26,去程,7,福港街
26,去程,8,承德路四段
26,去程,9,大南路口
26,去程,10,圓山皇宮大廈
26,去程,11,劍潭國小
26,去程,12,明倫高中
26,去程,13,庫倫街口
26,去程,14,民族承德路口
26,去程,15,大同國小
26,去程,16,民權中山路口
26,去程,17,捷運中山國小站
26,去程,18,民權吉林路口
26,去程,19,捷運行天宮站(松江路)
26,去程,20,長春松江路口
26,回程,1,南京吉林路口
26,回程,2,南京林森路口
26,回程,3,捷運中山站(志仁高中)
26,回程,4,建成公園
26,回程,5,民生西路口
26,回程,6,成淵高中
26,回程,7,防癆協會
26,回程,8,大同國小
26,回程,9,民族承德路口
26,回程,10,庫倫街口
26,回程,11,明倫高中
26,回程,12,劍潭國小
26,回程,13,圓山皇宮大廈
26,回程,14,大南路口
26,回程,15,士商路
26,回程,16,陽明高中
26,回程,17,社子市場
26,回程,18,社園里
26,回程,19,社子派出所
26,回程,20,永倫里(南)
26,回程,21,社子國小
26,回程,22,永倫里(延平)
28,去程,1,明水路一
28,去程,2,明水路二
28,去程,3,明水路三
28,去程,4,大直抽水站
28,去程,5,永安里
28,去程,6,捷運大直站
28,去程,7,植福宮
28,去程,8,自強隧道(大直教會)
28,去程,9,自強隧道
28,去程,10,捷運劍南路站
28,去程,11,美麗華
28,去程,12,文湖國小
28,去程,13,治磐新村
28,去程,14,捷運西湖站
28,去程,15,恕德家商
28,去程,16,麗山街
28,去程,17,捷運港墘站(內湖高工)
28,去程,18,西湖圖書館(湖光教會)
28,去程,19,內湖國小
28,去程,20,達人高中(臺灣戲曲學院)
28,去程,21,內湖派出所
28,去程,22,成功路三段
28,去程,23,方濟中學
28,去程,24,將軍嶺
28,去程,25,三總內湖站
28,去程,26,國防醫學中心
28,去程,27,湖興
28,去程,28,上灣仔
28,去程,29,石潭公園(成功)
28,去程,30,南港分局(向陽)
